Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021,IMD decile,Constituency Code 2024,Constituency Name 2024,Property Type,Roads
DD1 1HD,No,56.456879,-2.972432,340167.0,729838.0,NO401298,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1992-02-01,1998-12-01,,,,,,Perth Road - 03,Large urban area,Scotland,7.0,,S01007691,,S02001446,Perth Road,,S00099569,3886,1,1,2024-12-20,Dundee,0.086908,DD,DD1,Scotland,Scottish Water,9C8VF24H+Q2,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.396283,,,,,S00148594,6.0,S14000075,Dundee Central,,
DD1 1HE,No,56.456985,-2.97271,340150.0,729850.0,NO401298,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1973-08-01,1977-01-01,,,,,,Perth Road - 03,Large urban area,Scotland,7.0,,S01007691,,S02001446,Perth Road,,S00099569,3886,8,0,2024-12-20,Dundee,0.107591,DD,DD1,Scotland,Scottish Water,9C8VF24G+QW,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.412578,,,,,S00148594,6.0,S14000075,Dundee Central,,
DD1 1HF,Yes,56.463579,-2.972655,340164.0,730584.0,NO401305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,47.0,23.0,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098442,1414,1,0,2024-12-20,Dundee,0.792846,DD,DD1,Scotland,Scottish Water,9C8VF27G+CW,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059004985,9059019073,9059019138,9059019139,9059019266,9059019267,9059019268,9059019269,9059020169,9059020170,9059020171,9059020172,9059020173,9059020174,9059020175,9059025006,9059025007,9059035435,9059035471,9059035491,9059049797,9059049799,9059049923,9059049925,9059049926,9059056270,9059056271,9059056331,9059056332,9059056333,9059056334,9059056335,9059056336,9059056337,9059066064,9059077214,9059077215,9059077218,9059093538,9059097192,9059098749,9059098750,9059100877,9059100878,9059102138,9059103107,9059106717,9059106718,9059106719,9059106720",1.12939,,,,,S00148458,3.0,S14000075,Dundee Central,,"Bell Street,Euclid Crescent,Irvine's Square,Soapwork Lane"
DD1 1HG,Yes,56.463117,-2.974299,340062.0,730534.0,NO400305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,,,,City Centre - 04,Large urban area,Scotland,23.0,,S01007704,,S02001448,City Centre,,S00098443,284,1,1,2024-12-20,Dundee,0.760597,DD,DD1,Scotland,Scottish Water,9C8VF27G+67,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059023557,9059033362,9059082815,9059098515",1.10723,,,,,S00148458,1.0,S14000075,Dundee Central,,"Bell Street,Dudhope Crescent Road,Euclid Crescent"
DD1 1HH,No,56.463543,-2.972715,340160.0,730580.0,NO401305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1973-08-01,1976-08-01,,,,,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098442,1414,8,0,2024-12-20,Dundee,0.789295,DD,DD1,Scotland,Scottish Water,9C8VF27G+CW,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.12649,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1HJ,No,56.463543,-2.972715,340160.0,730580.0,NO401305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1973-08-01,1992-07-01,,,,,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098442,1414,8,1,2024-12-20,Dundee,0.789295,DD,DD1,Scotland,Scottish Water,9C8VF27G+CW,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.12649,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1HL,No,56.463543,-2.972715,340160.0,730580.0,NO401305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1973-08-01,1992-07-01,,,,,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098442,1414,8,1,2024-12-20,Dundee,0.789295,DD,DD1,Scotland,Scottish Water,9C8VF27G+CW,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.12649,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1HN,Yes,56.463765,-2.971913,340210.0,730604.0,NO402306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1992-05-01,,,,0.0,0.0,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098442,1414,1,0,2024-12-20,Dundee,0.809668,DD,DD1,Scotland,Scottish Water,9C8VF27H+G6,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059000446,9059001074,9059001076,9059042356,9059077217,9059078585,9059087526,9059089078,9059089199,10091974280",1.13694,,,,,S00148458,3.0,S14000075,Dundee Central,,Bell Street
DD1 1HP,Yes,56.463637,-2.971111,340259.0,730589.0,NO402305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,55.0,0.0,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.794298,DD,DD1,Scotland,Scottish Water,9C8VF27H+FH,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059009977,9059009978,9059009979,9059009980,9059009982,9059009983,9059009984,9059009985,9059009986,9059023462,9059028475,9059038977,9059078583,9059078587,9059078588,9059097424,9059112765",1.10928,,,,,S00148458,3.0,S14000075,Dundee Central,,"A929,Bell Street,Panmure Street"
DD1 1HQ,No,56.463469,-2.973054,340139.0,730572.0,NO401305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,1999-06-01,,,,,,City Centre - 05,Large urban area,Scotland,23.0,,S01007705,,S02001448,City Centre,,S00098442,1414,1,1,2024-12-20,Dundee,0.783872,DD,DD1,Scotland,Scottish Water,9C8VF27G+9Q,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.12424,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1HR,No,56.463441,-2.971999,340204.0,730568.0,NO402305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,2000-07-01,,,,,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,1,2024-12-20,Dundee,0.774034,DD,DD1,Scotland,Scottish Water,9C8VF27H+96,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.10314,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1HS,No,56.463422,-2.972193,340192.0,730566.0,NO401305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,2003-04-01,,,,,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.772771,DD,DD1,Scotland,Scottish Water,9C8VF27H+94,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.10439,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1HT,No,56.461093,-2.975898,339960.0,730310.0,NO399303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1992-07-01,2010-02-01,,,,,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00099539,1414,1,1,2024-12-20,Dundee,0.58715,DD,DD1,Scotland,Scottish Water,9C8VF26F+CJ,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.914275,,,,,S00148500,3.0,S14000075,Dundee Central,,
DD1 1HU,Yes,56.462957,-2.973058,340138.0,730515.0,NO401305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,0.0,0.0,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.727664,DD,DD1,Scotland,Scottish Water,9C8VF27G+5Q,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059024503,9059082817,9059099341",1.06858,,,,,S00148458,3.0,S14000075,Dundee Central,,"Euclid Crescent,Euclid Street,Panmure Street"
DD1 1HW,No,56.463783,-2.97191,340210.0,730606.0,NO402306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,2007-06-01,2007-07-01,,,,,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098442,1414,1,1,2024-12-20,Dundee,0.811656,DD,DD1,Scotland,Scottish Water,9C8VF27H+G6,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.13884,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1HX,Yes,56.464105,-2.973156,340134.0,730643.0,NO401306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1996-06-01,,,,19.0,0.0,,City Centre - 05,Large urban area,Scotland,25.0,,S01007705,,S02001448,City Centre,,S00098442,1414,1,0,2024-12-20,Dundee,0.854716,DD,DD1,Scotland,Scottish Water,9C8VF27G+JP,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059030988,9059076628,9059076629,9059093539,9059097366,9059097884,9059098558,9059101017,9059101018,9059101019,9059101020,9059101021,9059101022,9059101023,9059101024,9059101025,9059101026,9059101027,9059101028,9059101029,9059101030,9059101031,9059101032,9059101033,9059101034,9059101035,9059101036,9059101037,9059101038,9059101039,9059101040,9059101041,9059101042,9059101043,9059101044,9059101045,9059101046,9059101047,9059101048,9059104101,9059111747,9059111748,9059111749,9059111750,9059111751,9059111752,9059111753,9059111754,9059111755,9059111756,9059111757,9059111758,9059111759,9059111760,9059111761",1.19521,,,,,S00148458,3.0,S14000075,Dundee Central,,"A929,Soapwork Lane,Victoria Way"
DD1 1HY,No,56.464535,-2.972254,340190.0,730690.0,NO401306,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1973-08-01,1994-12-01,,,,,,Docks and Wellgate - 05,Large urban area,Scotland,28.0,,S01007711,,S02001449,Docks and Wellgate,,S00099542,1165,8,0,2024-12-20,Dundee,0.896379,DD,DD1,Scotland,Scottish Water,9C8VF27H+R3,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.22658,,,,,S00148410,2.0,S14000075,Dundee Central,,
DD1 1HZ,No,56.463702,-2.973109,340136.0,730598.0,NO401305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1996-06-01,1998-12-01,,,,,,City Centre - 05,Large urban area,Scotland,23.0,,S01007705,,S02001448,City Centre,,S00098442,1414,1,0,2024-12-20,Dundee,0.809979,DD,DD1,Scotland,Scottish Water,9C8VF27G+FQ,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.15054,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1JA,No,56.464535,-2.972254,340190.0,730690.0,NO401306,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1973-08-01,1994-12-01,,,,,,Docks and Wellgate - 05,Large urban area,Scotland,28.0,,S01007711,,S02001449,Docks and Wellgate,,S00099542,1165,8,1,2024-12-20,Dundee,0.896379,DD,DD1,Scotland,Scottish Water,9C8VF27H+R3,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.22658,,,,,S00148410,2.0,S14000075,Dundee Central,,
DD1 1JB,Yes,56.464444,-2.974719,340038.0,730682.0,NO400306,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,,,,39.0,16.0,,City Centre - 04,Large urban area,Scotland,33.0,,S01007704,,S02001448,City Centre,,S00098443,284,1,0,2024-12-20,Dundee,0.909897,DD,DD1,Scotland,Scottish Water,9C8VF27G+Q4,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059003137,9059003138,9059027350,9059027351,9059027475,9059027476,9059027477,9059027478,9059027479,9059038274,9059038275,9059038276,9059038277,9059038278,9059046012,9059046013,9059046014,9059059691,9059059811,9059088711,9059097316",1.25885,,,,,S00148465,1.0,S14000075,Dundee Central,,Paradise Road
DD1 1JD,No,56.463394,-2.974578,340045.0,730565.0,NO400305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1994-02-01,1997-06-01,,,,,,City Centre - 04,Large urban area,Scotland,25.0,,S01007704,,S02001448,City Centre,,S00098443,284,8,0,2024-12-20,Dundee,0.79473,DD,DD1,Scotland,Scottish Water,9C8VF27G+95,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.14215,,,,,S00148458,1.0,S14000075,Dundee Central,,
DD1 1JF,No,56.462234,-2.973542,340107.0,730435.0,NO401304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,2007-01-01,2012-02-01,,,0.0,0.0,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.654302,DD,DD1,Scotland,Scottish Water,9C8VF26G+VH,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.99816,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1JG,Yes,56.463917,-2.972043,340202.0,730621.0,NO402306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,13.0,8.0,,City Centre - 05,Large urban area,Scotland,23.0,,S01007705,,S02001448,City Centre,,S00098442,1414,1,0,2024-12-20,Dundee,0.826993,DD,DD1,Scotland,Scottish Water,9C8VF27H+H5,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059048663,9059048664,9059048665,9059048666,9059048667,9059048669,9059048670,9059048673,9059048795,9059058349,9059075908,9059075909,9059089197,9059089198,9059111222",1.15571,,,,,S00148458,3.0,S14000075,Dundee Central,,A929
DD1 1JH,No,56.464851,-2.970947,340271.0,730724.0,NO402307,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,2013-02-01,2016-05-01,,,,,,Docks and Wellgate - 05,Large urban area,Scotland,28.0,,S01007711,,S02001449,Docks and Wellgate,,S00099542,1165,1,0,2024-12-20,Dundee,0.929312,DD,DD1,Scotland,Scottish Water,9C8VF27H+WJ,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.23862,,,,,S00148410,2.0,S14000075,Dundee Central,,
DD1 1JJ,No,56.464596,-2.970259,340313.0,730695.0,NO403306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1994-06-01,1998-12-01,,,,,,City Centre - 05,Large urban area,Scotland,25.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.902712,DD,DD1,Scotland,Scottish Water,9C8VF27H+RV,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.19909,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1JL,No,56.4605,-2.971339,340240.0,730240.0,NO402302,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1984-02-01,1995-02-01,,,,,,City Centre - 05,Large urban area,Scotland,20.0,,S01007705,,S02001448,City Centre,,S00099539,1414,8,1,2024-12-20,Dundee,0.44577,DD,DD1,Scotland,Scottish Water,9C8VF26H+6F,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.771724,,,,,S00148502,3.0,S14000075,Dundee Central,,
DD1 1JN,Yes,56.464504,-2.971653,340227.0,730686.0,NO402306,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,,,,84.0,7.0,,Docks and Wellgate - 05,Large urban area,Scotland,27.0,,S01007711,,S02001449,Docks and Wellgate,,S00099542,1165,1,0,2024-12-20,Dundee,0.891043,DD,DD1,Scotland,Scottish Water,9C8VF27H+R8,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059043893,9059055770,9059058231,9059058232,9059058233,9059058235,9059058236,9059058237,9059058238,9059058239,9059058240,9059058241,9059058242,9059058243,9059058244,9059058246,9059058247,9059075914,9059075915,9059075916,9059075917,9059075918,9059075919,9059075920,9059075926,9059075927,9059076870,9059104896,9059104897,9059107949,10025423655",1.21293,,,,,S00148410,2.0,S14000075,Dundee Central,,A929
DD1 1JP,No,56.46454,-2.971605,340230.0,730690.0,NO402306,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,1995-02-01,,,,,,Docks and Wellgate - 05,Large urban area,Scotland,27.0,,S01007711,,S02001449,Docks and Wellgate,,S00099542,1165,8,1,2024-12-20,Dundee,0.894955,DD,DD1,Scotland,Scottish Water,9C8VF27H+R9,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.21602,,,,,S00148410,2.0,S14000075,Dundee Central,,
DD1 1JQ,Yes,56.463774,-2.97191,340210.0,730605.0,NO402306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,,,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098442,1414,1,1,2024-12-20,Dundee,0.810657,DD,DD1,Scotland,Scottish Water,9C8VF27H+G6,,,Dundee,Eastern Scotland,Angus and Dundee City,9059001075,1.13786,,,,,S00148458,3.0,S14000075,Dundee Central,,Bell Street
DD1 1JR,Yes,56.464813,-2.97119,340256.0,730720.0,NO402307,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,,,,59.0,21.0,,Docks and Wellgate - 05,Large urban area,Scotland,28.0,,S01007711,,S02001449,Docks and Wellgate,,S00099542,1165,1,0,2024-12-20,Dundee,0.924955,DD,DD1,Scotland,Scottish Water,9C8VF27H+WG,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059044613,9059044624,9059044677,9059044688,9059045393,9059045404,9059045415,9059045426,9059045437,9059045448,9059045459,9059045468,9059045479,9059045487,9059045498,9059045509,9059045519,9059045529,9059045539,9059045550,9059045561,9059045572,9059045584,9059067148,9059082573",1.23864,,,,,S00148410,2.0,S14000075,Dundee Central,,Dudhope Street
DD1 1JS,Yes,56.465106,-2.972727,340162.0,730754.0,NO401307,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,,,,50.0,32.0,,City Centre - 04,Large urban area,Scotland,36.0,,S01007704,,S02001448,City Centre,,S00099541,284,1,0,2024-12-20,Dundee,0.962061,DD,DD1,Scotland,Scottish Water,9C8VF28G+2W,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059003191,9059003192,9059003193,9059003194,9059003196,9059003197,9059003198,9059003199,9059018290,9059018291,9059018292,9059018293,9059018294,9059018297,9059018298,9059018299,9059043895,9059043896,9059043897,9059043898,9059043901,9059043902,9059043903,9059043904,9059069451,9059069452,9059069453,9059069454,9059069455,9059069457,9059069458,9059069459,9059086341,9059091502,9059107948",1.29683,,,,,S00148448,1.0,S14000075,Dundee Central,,"Dudhope Street,Hilltown Terrace"
DD1 1JT,Yes,56.464653,-2.97448,340053.0,730705.0,NO400307,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,,,,39.0,22.0,,City Centre - 04,Large urban area,Scotland,36.0,,S01007704,,S02001448,City Centre,,S00099541,284,1,0,2024-12-20,Dundee,0.92919,DD,DD1,Scotland,Scottish Water,9C8VF27G+V6,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059012969,9059024492,9059024493,9059024494,9059024495,9059024496,9059024497,9059024498,9059024499,9059024500,9059024502,9059034729,9059034730,9059034860,9059034861,9059034862,9059034863,9059034864,9059050129,9059050130,9059050131,9059050133,9059050134,9059050135,9059065879,9059082580,9059082581,9059098161",1.27751,,,,,S00148448,1.0,S14000075,Dundee Central,,"Dudhope Street,North Marketgait"
DD1 1JU,Yes,56.464967,-2.975657,339981.0,730741.0,NO399307,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,,,,11.0,5.0,,City Centre - 04,Large urban area,Scotland,42.0,,S01007704,,S02001448,City Centre,,S00099541,284,1,0,2024-12-20,Dundee,0.980917,DD,DD1,Scotland,Scottish Water,9C8VF27F+XP,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059001662,9059026287,9059026668,9059026780,9059026781,9059026783,9059068500,9059068695,9059082577,9059098537,9059102882,10025423544",1.33183,,,,,S00148448,1.0,S14000075,Dundee Central,,Dudhope Street
DD1 1JW,No,56.46454,-2.971605,340230.0,730690.0,NO402306,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1973-08-01,1994-12-01,,,,,,Docks and Wellgate - 05,Large urban area,Scotland,27.0,,S01007711,,S02001449,Docks and Wellgate,,S00099542,1165,8,1,2024-12-20,Dundee,0.894955,DD,DD1,Scotland,Scottish Water,9C8VF27H+R9,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.21602,,,,,S00148410,2.0,S14000075,Dundee Central,,
DD1 1JX,No,56.46451,-2.975499,339990.0,730690.0,NO399306,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,1995-12-01,,,,,,City Centre - 04,Large urban area,Scotland,35.0,,S01007704,,S02001448,City Centre,,S00098443,284,8,0,2024-12-20,Dundee,0.929456,DD,DD1,Scotland,Scottish Water,9C8VF27F+RR,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.27938,,,,,S00148465,1.0,S14000075,Dundee Central,,
DD1 1JZ,Yes,56.464478,-2.976164,339949.0,730687.0,NO399306,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,,,,75.0,24.0,,City Centre - 04,Large urban area,Scotland,36.0,,S01007704,,S02001448,City Centre,,S00098443,284,1,0,2024-12-20,Dundee,0.938486,DD,DD1,Scotland,Scottish Water,9C8VF27F+QG,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059058860,9059058861,9059058936,9059058937,9059058938,9059058939,9059058940,9059058941,9059058943,9059058948,9059058949,9059058950,9059058951,9059059001,9059059003,9059059073,9059059074,9059059076,9059059077,9059059078,9059064674,9059064675,9059064728,9059064729,9059064730,9059064731,9059064732,9059091508",1.28728,,,,,S00148465,1.0,S14000075,Dundee Central,,Dudhope Street
DD1 1LA,Yes,56.464377,-2.976453,339931.0,730676.0,NO399306,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,,,,41.0,15.0,,City Centre - 04,Large urban area,Scotland,35.0,,S01007704,,S02001448,City Centre,,S00098443,284,1,0,2024-12-20,Dundee,0.93385,DD,DD1,Scotland,Scottish Water,9C8VF27F+QC,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059000708,9059000709,9059000791,9059000792,9059000794,9059000795,9059000796,9059000797,9059000798,9059009027,9059040802,9059058862,9059058863,9059058944,9059058945,9059058946,9059058947,9059058952,9059063294,9059094739,9059096507,9059098559,10015413890",1.28123,,,,,S00148465,1.0,S14000075,Dundee Central,,"Dudhope Crescent Road,Dudhope Street,Salem Street"
DD1 1LB,Yes,56.463932,-2.975906,339964.0,730626.0,NO399306,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,,,,,,,City Centre - 04,Large urban area,Scotland,30.0,,S01007704,,S02001448,City Centre,,S00098443,284,1,1,2024-12-20,Dundee,0.875971,DD,DD1,Scotland,Scottish Water,9C8VF27F+HJ,,,Dundee,Eastern Scotland,Angus and Dundee City,9059033636,1.22343,,,,,S00148465,1.0,S14000075,Dundee Central,,Dudhope Crescent Road
