Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021,IMD decile,Constituency Code 2024,Constituency Name 2024,Property Type,Roads,Affluence Score
DD1 1SD,Yes,56.461242,-2.969395,340361.0,730321.0,NO403303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,15.0,4.0,,City Centre - 05,Large urban area,Scotland,17.0,,S01007705,,S02001448,City Centre,,S00098451,1414,1,0,2024-12-20,Dundee,0.53971,DD,DD1,Scotland,Scottish Water,9C8VF26J+F6,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059007293,9059022707,9059022708,9059022709,9059042903,9059046330,9059053835,9059053887,9059057918,9059064797,9059085347,9059086303,9059086314,9059086407,9059086408,9059086409,9059086410,9059086411,9059088803,9059088804,9059088805,9059094254,9059094260,9059094261,9059094262,9059094263,9059094289,9059094414,9059094795,9059094796,9059095199,9059099588,9059100177,9059103294,9059105931,9059107963,10025423775,10025423776",0.819228,,,,,S00148502,3.0,S14000075,Dundee Central,,"Castle Street,Chapel Street,Commercial Street,High Street",0.7961968355349107
DD1 1SG,Yes,56.460965,-2.970333,340303.0,730291.0,NO403302,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,43.0,14.0,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00098451,1414,1,0,2024-12-20,Dundee,0.500238,DD,DD1,Scotland,Scottish Water,9C8VF26H+9V,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059026327,9059048555,9059048557,9059048558,9059048561,9059048562,9059053493,9059063178,9059063179,9059077159,9059077160,9059077162,9059077163,9059077164,9059077181,9059089656,9059089657,9059089658,9059093323,9059095526,9059100195,9059100196,9059100197,9059100198,9059100199,9059100200,9059100201,9059100202,9059100203,9059100204",0.805126,,,,,S00148502,3.0,S14000075,Dundee Central,,Reform Street,0.7961968355349107
DD1 1SH,Yes,56.461428,-2.97088,340270.0,730343.0,NO402303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,12.0,3.0,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00098451,1414,1,0,2024-12-20,Dundee,0.549176,DD,DD1,Scotland,Scottish Water,9C8VF26H+HJ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059025302,9059047118,9059062264,9059062265,9059062266,9059067367,9059067406,9059067409,9059067410,9059077166,9059077167,9059077168,9059095283",0.864882,,,,,S00148502,3.0,S14000075,Dundee Central,,Reform Street,0.7961968355349107
DD1 1SL,Yes,56.461677,-2.97124,340248.0,730371.0,NO402303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,3.0,1.0,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00099539,1414,1,0,2024-12-20,Dundee,0.576486,DD,DD1,Scotland,Scottish Water,9C8VF26H+MG,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059033697,9059037627,9059038359,9059077182,9059077183,9059077184,9059077188,9059078720,9059096695,9059102629",0.898145,,,,,S00148500,3.0,S14000075,Dundee Central,,"Bank Street,Reform Street",0.7961968355349107
DD1 2AA,Yes,56.461673,-2.968335,340427.0,730368.0,NO404303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,55.0,35.0,,Docks and Wellgate - 05,Large urban area,Scotland,17.0,,S01007711,,S02001449,Docks and Wellgate,,S00099544,1165,1,0,2024-12-20,Dundee,0.602387,DD,DD1,Scotland,Scottish Water,9C8VF26J+MM,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059039311,9059039312,9059039372,9059059360,9059059361,9059059444,9059059445,9059059447,9059059448,9059059449,9059059450,9059059451,9059059452,9059059453,9059059454,9059064358,9059064359,9059064368,9059064490,9059064491,9059064586,9059064587,9059064588,9059064589,9059064590,9059064591,9059064593,9059064595,9059064596,9059064597,9059064598,9059064599,9059064600,9059064601,9059064602,9059080974,9059100705,9059100706,9059100707,9059100708,10025423686",0.848006,,,,,S00148515,2.0,S14000075,Dundee Central,,Commercial Street,0.8323414138481637
DD1 2AB,Yes,56.462096,-2.969417,340361.0,730416.0,NO403304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,19.0,4.0,,Docks and Wellgate - 05,Large urban area,Scotland,16.0,,S01007711,,S02001449,Docks and Wellgate,,S00099543,1165,1,0,2024-12-20,Dundee,0.632639,DD,DD1,Scotland,Scottish Water,9C8VF26J+R6,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059001731,9059026573,9059068355,9059068359,9059068360,9059076880,9059080938,9059080939",0.912562,,,,,S00148479,2.0,S14000075,Dundee Central,,"Annfield Street,Commercial Street",0.8323414138481637
DD1 2AF,Yes,56.462344,-2.969861,340334.0,730444.0,NO403304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,10.0,6.0,,Docks and Wellgate - 05,Large urban area,Scotland,17.0,,S01007711,,S02001449,Docks and Wellgate,,S00099543,1165,1,0,2024-12-20,Dundee,0.655811,DD,DD1,Scotland,Scottish Water,9C8VF26J+W3,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059003547,9059003548,9059003549,9059003550,9059003551,9059003552,9059003553,9059003555,9059043615,9059043650,9059077914,9059081821,9059083061,9059085275,9059101754,9059101755,9059101757,9059101758,9059102479,9059102480,9059102481,9059102482,9059102483,9059102484",0.947153,,,,,S00148479,2.0,S14000075,Dundee Central,,"Commercial Street,Panmure Street",0.8323414138481637
DD1 2AJ,Yes,56.462124,-2.970359,340303.0,730420.0,NO403304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,40.0,15.0,,City Centre - 05,Large urban area,Scotland,17.0,,S01007705,,S02001448,City Centre,,S00099438,1414,1,0,2024-12-20,Dundee,0.628304,DD,DD1,Scotland,Scottish Water,9C8VF26H+RV,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059001644,9059010473,9059053042,9059067554,9059067555,9059067558,9059067561,9059067562,9059067564,9059067566,9059068374,9059068501,9059068503,9059068504,9059068505,9059068506,9059068507,9059068508,9059068509,9059074905,9059075017,9059080947,9059080948,10025423682,10092060867",0.931727,,,,,S00148502,3.0,S14000075,Dundee Central,,"Chapel Street,Commercial Street",0.7961968355349107
DD1 2AP,Yes,56.461868,-2.969739,340341.0,730391.0,NO403303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,29.0,14.0,,City Centre - 05,Large urban area,Scotland,17.0,,S01007705,,S02001448,City Centre,,S00099438,1414,1,0,2024-12-20,Dundee,0.604445,DD,DD1,Scotland,Scottish Water,9C8VF26J+P4,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059024813,9059034686,9059034687,9059034717,9059034718,9059034719,9059034720,9059046033,9059046052,9059046133,9059046134,9059046135,9059046136,9059046137,9059046138,9059046139,9059046140,9059046142,9059046143,9059055947,9059071139,9059081810,9059094277,9059099336,9059099568,9059099569,9059105854,10092049146",0.893253,,,,,S00148502,3.0,S14000075,Dundee Central,,Commercial Street,0.7961968355349107
DD1 2BE,Yes,56.463176,-2.969152,340379.0,730536.0,NO403305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,19.0,8.0,,Docks and Wellgate - 05,Large urban area,Scotland,17.0,,S01007711,,S02001449,Docks and Wellgate,,S00098444,1165,1,0,2024-12-20,Dundee,0.753666,DD,DD1,Scotland,Scottish Water,9C8VF27J+78,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059047017,9059047019,9059047020,9059047021,9059047089,9059047090,9059047091,9059047092,9059047093,9059047094,9059047095,9059051369,9059088695,9059088698,9059088700",1.02558,,,,,S00148479,2.0,S14000075,Dundee Central,,Panmure Street,0.8323414138481637
DD1 2BG,Yes,56.463118,-2.96956,340354.0,730530.0,NO403305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,34.0,8.0,,Docks and Wellgate - 05,Large urban area,Scotland,17.0,,S01007711,,S02001449,Docks and Wellgate,,S00098444,1165,1,0,2024-12-20,Dundee,0.743498,DD,DD1,Scotland,Scottish Water,9C8VF27J+65,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005412,9059015221,9059015339,9059041066,9059046375,9059050430,9059050441,9059056828,9059056829,9059056830,9059082458,9059082459,9059082460,9059082462,9059082463,9059084936,9059088401,9059089026,9059089309,9059098028,9059100894",1.02625,,,,,S00148479,2.0,S14000075,Dundee Central,,Panmure Street,0.8323414138481637
DD1 2BW,Yes,56.463379,-2.96966,340348.0,730559.0,NO403305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,12.0,5.0,,Docks and Wellgate - 05,Large urban area,Scotland,18.0,,S01007711,,S02001449,Docks and Wellgate,,S00098444,1165,1,0,2024-12-20,Dundee,0.771462,DD,DD1,Scotland,Scottish Water,9C8VF27J+94,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002611,9059007690,9059017689,9059053957,9059054079,9059054080,9059058059,9059059060,9059059063,9059059064,9059059066,9059082465,9059084986,9059088396,9059088397,9059088398,9059088399,9059088400,9059088402,9059088403,9059088404,9059088405,9059088406,9059088407,9059088408,9059088409,9059088696,9059088701,9059089027,9059095198,9059099279,9059101011,9059101173,9059104765,9059104766,9059104767,9059105020",1.05637,,,,,S00148421,2.0,S14000075,Dundee Central,,Panmure Street,0.8323414138481637
DD1 2DB,Yes,56.463947,-2.969431,340363.0,730622.0,NO403306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,1.0,1.0,,Docks and Wellgate - 05,Large urban area,Scotland,20.0,,S01007711,,S02001449,Docks and Wellgate,,S00098444,1165,1,0,2024-12-20,Dundee,0.835851,DD,DD1,Scotland,Scottish Water,9C8VF27J+H6,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059006898,9059030851,9059030958,9059030961,9059042907,9059042910,9059042911,9059042912,9059042913,9059042914,9059042916,9059042938,9059042939,9059042940,9059042941,9059042944,9059042945,9059042946,9059042947,9059042948,9059042950,9059042951,9059042952,9059042953,9059042954,9059042956,9059042957,9059042958,9059042959,9059042960,9059042961,9059042963,9059042964,9059042965,9059043026,9059043029,9059043053,9059043054,9059043137,9059048590,9059048797,9059048798,9059080979,9059080980,9059080981,9059080982,9059080983,9059080985,9059080986,9059080987,9059080988,9059080989,9059080990,9059080991,9059080996,9059080997,9059080998,9059080999,9059081002,9059081003,9059081007,9059081008,9059081009,9059081012,9059081013,9059081014,9059081018,9059081019,9059081021,9059081022,9059088420,9059088421,9059088422,9059088423,9059088424,9059088425,9059088426,9059088427,9059090705,9059092760,9059093783,9059093784,9059093785,9059094084,9059094745,9059094862,9059095061,9059095062,9059095063,9059095527,9059096085,9059097210,9059097377,9059097378,9059098291,9059098603,9059100979,9059101051,9059101564,9059101887,9059102003,9059102767,9059103989,9059104086,9059105464,9059105465,9059105466,9059105852,10015432586",1.11428,,,,,S00148421,2.0,S14000075,Dundee Central,,"A929,Cowgate,Kirk Lane,Panmure Street,St Andrew's Street",0.8323414138481637
DD1 2EG,Yes,56.461506,-2.967811,340459.0,730349.0,NO404303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,11.0,4.0,,Docks and Wellgate - 05,Large urban area,Scotland,15.0,,S01007711,,S02001449,Docks and Wellgate,,S00099544,1165,1,0,2024-12-20,Dundee,0.595155,DD,DD1,Scotland,Scottish Water,9C8VF26J+JV,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059006231,9059006768,9059067515,9059067517,9059067563,9059067565,9059067567,9059076670,9059079141,9059097361",0.820863,,,,,S00148515,2.0,S14000075,Dundee Central,,Seagate,0.8323414138481637
DD1 2EH,Yes,56.46231,-2.967312,340491.0,730438.0,NO404304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,62.0,41.0,,Docks and Wellgate - 04,Large urban area,Scotland,12.0,,S01007710,,S02001449,Docks and Wellgate,,S00099545,2116,1,0,2024-12-20,Dundee,0.689571,DD,DD1,Scotland,Scottish Water,9C8VF26M+W3,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059010552,9059011017,9059011654,9059011655,9059011682,9059011692,9059011693,9059011694,9059011695,9059011696,9059011697,9059011698,9059011701,9059067955,9059067966,9059067977,9059067988,9059067999,9059068010,9059068022,9059068033,9059068043,9059068054,9059068062,9059068067,9059068068,9059068078,9059068087,9059068097,9059068108,9059068119,9059068130,9059068140,9059068149,9059068160,9059068170,9059068181,9059068188,9059068194,9059068206,9059068217,9059068228,9059068239,9059068250,9059068261,9059068481,9059097155,9059097187,9059105930",0.899839,,,,,S00148491,4.0,S14000075,Dundee Central,,"Gellatly Street,Horse Wynd,Seagate",0.6942952533023661
DD1 2EN,Yes,56.462957,-2.967264,340495.0,730510.0,NO404305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,34.0,14.0,,Docks and Wellgate - 04,Large urban area,Scotland,12.0,,S01007710,,S02001449,Docks and Wellgate,,S00099545,2116,1,0,2024-12-20,Dundee,0.758353,DD,DD1,Scotland,Scottish Water,9C8VF27M+53,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059055997,9059055998,9059055999,9059056000,9059056001,9059056002,9059056003,9059056005,9059056006,9059056007,9059076676,9059076677,9059076678,9059076679,9059076680,9059076681,9059076682,9059076686,9059077634,9059090655,9059093566,9059095068,9059102555",0.969443,,,,,S00148491,4.0,S14000075,Dundee Central,,"Seagate,St Andrew's Street",0.6942952533023661
DD1 2EQ,Yes,56.461909,-2.968081,340443.0,730394.0,NO404303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,26.0,9.0,,Docks and Wellgate - 05,Large urban area,Scotland,15.0,,S01007711,,S02001449,Docks and Wellgate,,S00099544,1165,1,0,2024-12-20,Dundee,0.632068,DD,DD1,Scotland,Scottish Water,9C8VF26J+QQ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059045197,9059050993,9059056132,9059056183,9059056184,9059056185,9059056186,9059056187,9059056189,9059056190,9059056191,9059056192,9059076671,9059076672,9059076673,9059076674,9059098796,9059103043",0.869348,,,,,S00148515,2.0,S14000075,Dundee Central,,Seagate,0.8323414138481637
DD1 2ER,Yes,56.462954,-2.96655,340539.0,730509.0,NO405305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,22.0,13.0,,Docks and Wellgate - 04,Large urban area,Scotland,10.0,,S01007710,,S02001449,Docks and Wellgate,,S00099546,2116,1,0,2024-12-20,Dundee,0.773147,DD,DD1,Scotland,Scottish Water,9C8VF27M+59,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059022670,9059022672,9059022673,9059022674,9059022715,9059022716,9059028327,9059028328,9059028329,9059050081,9059050082,9059050083,9059050084,9059050085,9059050086,9059050089,9059050090,9059050091,9059075253,9059075255,9059076684,9059076685,9059090724,9059107917,10025278451",0.9569,,,,,S00148487,4.0,S14000075,Dundee Central,,Seagate,0.6942952533023661
DD1 2ET,Yes,56.463176,-2.966831,340522.0,730534.0,NO405305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,13.0,7.0,,Docks and Wellgate - 04,Large urban area,Scotland,11.0,,S01007710,,S02001449,Docks and Wellgate,,S00099546,2116,1,0,2024-12-20,Dundee,0.790091,DD,DD1,Scotland,Scottish Water,9C8VF27M+77,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059057899,9059068290,9059068292,9059068329,9059068330,9059068331,9059068332,9059068333,9059068335,9059068336,9059068337,9059076701,9059077635,9059097415,9059102565,9059102566,9059102567,9059102568,9059102569,9059102570,9059102571,9059102572,9059102573,9059106002,9059106584",0.985872,,,,,S00148476,4.0,S14000075,Dundee Central,,"Seagate,Trades Lane",0.6942952533023661
DD1 2EU,Yes,56.463346,-2.966949,340515.0,730553.0,NO405305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,11.0,6.0,,Docks and Wellgate - 05,Large urban area,Scotland,12.0,,S01007711,,S02001449,Docks and Wellgate,,S00099543,1165,1,0,2024-12-20,Dundee,0.805502,DD,DD1,Scotland,Scottish Water,9C8VF27M+86,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059012357,9059012358,9059012359,9059012360,9059012361,9059012362,9059012366,9059076542,9059076543,9059097376",1.0064,,,,,S00148479,2.0,S14000075,Dundee Central,,"St Andrew's Lane,St Andrew's Street",0.8323414138481637
DD1 2EW,Yes,56.463045,-2.967574,340476.0,730520.0,NO404305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,29.0,22.0,,Docks and Wellgate - 05,Large urban area,Scotland,13.0,,S01007711,,S02001449,Docks and Wellgate,,S00099543,1165,1,0,2024-12-20,Dundee,0.761841,DD,DD1,Scotland,Scottish Water,9C8VF27J+6X,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059028400,9059055921,9059055922,9059055923,9059055924,9059055925,9059055926,9059055927,9059055928,9059055930,9059055931,9059055932,9059055933,9059055934,9059055935,9059055936,9059055937,9059055938,9059055939,9059055941,9059055942,9059055943,9059055944,9059055945,9059055946,9059055996,9059088661,9059088662,9059088663,9059102330,10015437210",0.984326,,,,,S00148479,2.0,S14000075,Dundee Central,,"Peter Street,Seagate",0.8323414138481637
DD1 2EX,Yes,56.463767,-2.967057,340509.0,730600.0,NO405305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,28.0,17.0,,Docks and Wellgate - 05,Large urban area,Scotland,13.0,,S01007711,,S02001449,Docks and Wellgate,,S00099543,1165,1,0,2024-12-20,Dundee,0.847874,DD,DD1,Scotland,Scottish Water,9C8VF27M+G5,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059001072,9059010685,9059015453,9059015492,9059042386,9059042427,9059042428,9059042429,9059042430,9059042432,9059042433,9059042434,9059042435,9059052728,9059052729,9059052764,9059052766,9059052767,9059052768,9059052769,9059062471,9059062498,9059062499,9059062500,9059062503,9059062504,9059062505,9059062506,9059062507,9059062508,9059063638,9059063699,9059076540,9059099337,9059099338,9059099339,9059104479",1.05407,,,,,S00148476,2.0,S14000075,Dundee Central,,"Cowgate,St Andrew's Lane,St Andrew's Street",0.8323414138481637
DD1 2HF,Yes,56.464025,-2.965084,340631.0,730627.0,NO406306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1989-11-01,,,,78.0,52.0,,Docks and Wellgate - 04,Large urban area,Scotland,10.0,,S01007710,,S02001449,Docks and Wellgate,,S00099546,2116,1,0,2024-12-20,Dundee,0.917853,DD,DD1,Scotland,Scottish Water,9C8VF27M+JX,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059001008,9059001009,9059001010,9059001011,9059001012,9059001013,9059001015,9059001016,9059001017,9059001018,9059001019,9059001020,9059001021,9059001022,9059001023,9059001024,9059001026,9059001027,9059001028,9059001029,9059015177,9059015188,9059016902,9059033467,9059033468,9059033469,9059033470,9059033472,9059033473,9059033474,9059033475,9059033476,9059033477,9059033478,9059033479,9059033480,9059033481,9059033483,9059033486,9059033488,9059033489,9059033490,9059033492,9059033494,9059033495,9059033496,9059033498,9059033499,9059076690,9059076691,9059076694,9059076695,9059076696,9059076697,9059076698,9059076699,9059076700,9059098162,9059104952,9059105435,9059107952",1.04839,,,,,S00148457,4.0,S14000075,Dundee Central,,"East Marketgait,Seagate",0.6942952533023661
DD1 2HQ,Yes,56.464087,-2.965231,340622.0,730634.0,NO406306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,2000-12-01,,,,1.0,1.0,,Docks and Wellgate - 04,Large urban area,Scotland,10.0,,S01007710,,S02001449,Docks and Wellgate,,S00099546,2116,1,0,2024-12-20,Dundee,0.920509,DD,DD1,Scotland,Scottish Water,9C8VF27M+JW,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059056103,9059078700",1.05766,,,,,S00148457,4.0,S14000075,Dundee Central,,Queen Street,0.6942952533023661
DD1 2HS,Yes,56.463508,-2.968122,340443.0,730572.0,NO404305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,20.0,10.0,,Docks and Wellgate - 05,Large urban area,Scotland,16.0,,S01007711,,S02001449,Docks and Wellgate,,S00099543,1165,1,0,2024-12-20,Dundee,0.802583,DD,DD1,Scotland,Scottish Water,9C8VF27J+CQ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002945,9059003065,9059003066,9059003067,9059004376,9059009015,9059025880,9059047050,9059065882,9059076302,9059076313,9059077513,9059077525,9059077536,9059077547,9059077558,9059077569,9059081399,9059081400,9059081401,9059082597,9059082599,9059083648,9059095202,9059098768,9059100323,9059100327,9059104480,9059107170",1.0441,,,,,S00148479,2.0,S14000075,Dundee Central,,"Cowgate,St Andrew's Street",0.8323414138481637
DD1 2JD,Yes,56.464386,-2.967125,340506.0,730669.0,NO405306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1978-03-01,,,,15.0,8.0,,Docks and Wellgate - 04,Large urban area,Scotland,16.0,,S01007710,,S02001449,Docks and Wellgate,,S00099774,2116,1,0,2024-12-20,Dundee,0.912559,DD,DD1,Scotland,Scottish Water,9C8VF27M+Q5,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059011014,9059015803,9059026901,9059038393,9059038404,9059061970,9059063636,9059067174,9059082802,9059082803,9059088836,9059088837,9059088838,9059088839,9059088840,9059088841,9059088842,9059088843,9059088844,9059088845,9059088846,9059088847,9059088848,9059088849,9059088850,9059089315,9059092468,9059097256,9059103973,9059103974,9059105098,9059105099,9059105100,9059105101,9059105102,9059105103,10025272458",1.12261,,,,,S00148461,4.0,S14000075,Dundee Central,,"A929,East Marketgait",0.6942952533023661
DD1 2JF,Yes,56.463973,-2.967127,340505.0,730623.0,NO405306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,42.0,21.0,,Docks and Wellgate - 04,Large urban area,Scotland,14.0,,S01007710,,S02001449,Docks and Wellgate,,S00099774,2116,1,0,2024-12-20,Dundee,0.868486,DD,DD1,Scotland,Scottish Water,9C8VF27M+H4,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002766,9059002767,9059002768,9059002769,9059002770,9059002771,9059002772,9059002773,9059002775,9059002776,9059002777,9059008399,9059008400,9059008401,9059008402,9059011012,9059043459,9059043753,9059063637,9059063700,9059063701,9059063702,9059063703,9059063704,9059063705,9059076324,9059077714,9059077715,9059077716,9059081407",1.07769,,,,,S00148461,4.0,S14000075,Dundee Central,,Cowgate,0.6942952533023661
DD1 2JJ,Yes,56.464314,-2.966097,340569.0,730660.0,NO405306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,19.0,19.0,,Docks and Wellgate - 04,Large urban area,Scotland,13.0,,S01007710,,S02001449,Docks and Wellgate,,S00099546,2116,1,0,2024-12-20,Dundee,0.924332,DD,DD1,Scotland,Scottish Water,9C8VF27M+PH,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059041594,9059041595,9059041596,9059041597,9059041598,9059041599,9059041600,9059041601,9059041602,9059041603,9059041604,9059041605,9059041607,9059041608,9059041609,9059041610,9059041611,9059041612,9059041613,9059041686,9059097329",1.09718,,,,,S00148457,4.0,S14000075,Dundee Central,,"Cowgate,Queen Street",0.6942952533023661
DD1 2SH,Yes,56.464113,-2.966404,340550.0,730638.0,NO405306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1990-09-01,,,,14.0,0.0,,Docks and Wellgate - 04,Large urban area,Scotland,13.0,,S01007710,,S02001449,Docks and Wellgate,,S00099546,2116,1,0,2024-12-20,Dundee,0.896985,DD,DD1,Scotland,Scottish Water,9C8VF27M+JC,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059029972,9059070033,9059076220,9059076221,9059076223,9059076224,9059076225,9059076226,9059076227,9059076228,9059076229,9059090666,9059090667,9059090668,9059090669,9059090670,9059090671,9059090672,9059090673,9059113437,9059113438",1.08056,,,,,S00148457,4.0,S14000075,Dundee Central,,Sugarhouse Wynd,0.6942952533023661
DD1 3AA,Yes,56.460538,-2.968679,340404.0,730242.0,NO404302,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,12.0,10.0,,City Centre - 06,Large urban area,Scotland,17.0,,S01007706,,S02001448,City Centre,,S00098452,4424,1,0,2024-12-20,Dundee,0.475898,DD,DD1,Scotland,Scottish Water,9C8VF26J+6G,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059012824,9059012838,9059022776,9059022777,9059022783,9059032325,9059032326,9059032327,9059032328,9059032329,9059032330,9059032331,9059032333,9059032334,9059032335,9059032336,9059078370,9059078371,9059078372,9059078373,9059078374,9059078375,9059081573,9059102541",0.730348,,,,,S00148534,7.0,S14000075,Dundee Central,,Castle Street,0.35926839889679196
